词条,词频
对贯流,1
对风叶,1
杂粮,3
薯类,5
面条,3
一日三餐,1
息息相关,1
主餐,1
荞麦面,1
燕麦,1
产成品,2
鲜湿,1
一店,1
土制,1
度强,1
352.38,1
45.27%,1
电子对抗,1
金信,6
80G,1
宏基,1
缆及,1
互不,1
误操作,1
布放,1
爱立信,1
79.29%,1
棉纺厂,1
三院,1
深宝,3
茶粉,3
浓缩汁,3
拓新,1
茶皂,1
汽车票,1
直通车,2
眉山,1
遂宁,1
厂校,1
面向全国,1
业向,1
富临,1
想要,3
浩大,3
顺应时代,1
初见端倪,2
通辽,1
金煤,1
双酯,1
454.39,1
11.66%,1
缓速器,12
TB21,1
TB26,1
TDR08,1
THB40,1
THP15,1
THM15,1
813,1
060.07,1
50.14%,1
005.87,1
786.40,1
219.47,1
微税,1
基业,1
千方,1
网络资源,3
25.54%,1
14.43%,1
37.51%,1
21.51%,1
46.72%,1
25.62,1
碰项,1
蜂加,2
阳梦城,1
贵阳,1
动视云,1
174.00,1
23.70%,1
54.55%,3
781.01,1
37.95%,3
日喀则,1
耶锂,1
青海湖,1
低品,1
B2O3,1
总硼,1
637.92,1
424.25,2
16.77%,1
929.28,2
938.51,1
46.64%,1
0.04%,2
5434.7,1
22.3%,1
128.7,1
5061.5,1
中炬精,1
110.6,1
中炬森莱,1
133.9,1
218.63,1
529.30,1
62.38%,1
0.16%,3
994.62,1
176.07,1
53.06%,1
2257.18,1
231.14,1
47.43%,1
865.07,1
63.44%,1
3786.26,1
1012.75,1
28.37%,1
2.46%,2
1220.43,1
345.03,1
30.42%,1
14.77%,1
39.51%,1
85.46%,1
36.45%,1
半反,1
半透型,1
34.60%,1
55.20%,1
运动器材,1
DuopressPower106CSB,1
Promatrix92FC,1
DianaEasy115,1
Digimatrix52FC,1
Promatrix106FC,1
准系,1
Promatrix,1
145CSB,1
WebCut82CSB,1
卷筒纸,1
MK,1
R983,1
凹印机,1
用主阀,2
主阀,2
立新,1
047.83,1
931.67,1
TN,1
STN,1
国纪,3
SL5,1
SL6000,1
804.47,1
46.70%,1
854.03,1
506.24,1
台新,1
拉丝机,6
盒盖,1
GD300,2
01A,1
EC300,1
3300V,1
KW,1
22KW,1
DA300,1
MH600,1
钻工,1
IMC,1
IMP,1
乘坐,1
八号,1
万多公里,1
2987,1
T3,2
4036,1
451,1
1268,1
4100,2
1043,1
1688,1
译稿,1
半透半反,2
61.63%,1
15.66%,1
93.71,1
56.49,1
0.29%,1
66.29%,1
69.44%,1
44.19%,1
为用,1
云房,5
房源,1
60.70%,1
输水管线,1
水锤,1
盛合,1
667.40,1
418.27,1
25.62%,1
884.12,1
4383.69,1
1262.69,1
54.92%,1
1325.01,1
中亚,1
714.20,1
元中,6
459,2
358.65,1
355.55,1
由海,3
年海,9
海太,5
RDIMM,1
触角,1
内存条,1
690.8,1
791.66,1
925,2
899.14,1
DDR4,1
011.79,1
194.29,1
817.50,1
DBG,1
DDP,1
QDP,1
紧追,1
332,3
534,3
393.43,2
817,1
232.69,1
160.74,1
25.57%,1
063.82,1
616.50,1
系含,1
同口径,2
958.80,1
13.96%,1
913.73,1
圣奥,2
防老剂,1
TMQ,1
6PPD,1
RT,1
培司,1
2774.88,1
36.59%,1
909.02,1
924.52,1
电话机,2
8869,1
27.14%,1
30nm,1
20nm,1
海太共,1
项正,1
657.55,1
271,2
122.79,1
083,1
534.76,1
889.61,1
479.72,1
857,1
409.89,1
690.91,1
781.71,1
909.20,1
1794,1
重任,1
职业装,1
1830,1
1977,1
乔治,1
税率,2
缴纳,1
895.42,1
900.98,1
39.74,1
709.69,1
206.10,1
捷文,1
港澳,1
通行证,2
950.00,1
9.71%,1
802.97,1
14.80%,1
1.25%,1
新地,3
利用装置,3
撬装化,1
边远地区,1
卸载,1
农村居民,1
沁水,3
新奥,3
超车,1
预冷,2
兼容性问题,1
风多联,2
失风,2
降为,2
呋虫胺,2
噻虫胺,3
C5,1
丙硫菌,1
B2a,1
乙螨唑,1
茚虫威,1
阿苯达唑,1
伊维,4
菌素,6
预混剂,2
替米,1
考星,1
乳房,2
消毒剂,2
恩诺沙星,1
地克珠利,1
阿苯达唑片,2
补碳,1
套用,1
伏虫,1
隆水,1
9.2%,1
菊酯,1
阿维,2
杀蟎剂,1
氟苯尼,1
考粉,1
海越,6
停步,1
管程,1
程内漏,1
异辛烷,4
碳四,2
VOCS,1
竞争机制,1
终馏点,1
中正,1
丁烷,1
压差,1
5ppm,1
50mg,5
35mg,1
总尘,1
越共,1
财政局,5
GR201533100204,1
征收,1
823.19,1
965.93,1
326.94,1
13.92%,1
001.73,1
43.56%,1
24.71%,1
424,1
157.77,1
21.68%,1
275.46,1
77.89%,1
59.02%,1
3357.54,1
轻卡新,1
4495.06,1
水电费,5
甲板,2
758.05,1
079.30,1
270.90,1
27.05%,1
用丝材,2
T27677,1
963.72,1
914,1
976.52,1
047.2,1
300060,1
1M0,1
65.81%,1
3.81,1
冷段,1
1226,1
78.20%,1
2213.55,1
兴昌,1
2211.97,1
3161,1
轻卡和国,1
用国,1
3582.11,1
定增,2
生人,1
德生,2
等物,2
34077.19,1
47.35%,1
Hipro,1
47022.17,1
P210,1
FE,2
SV,1
口盖,1
SX,1
HZ,1
浴霸,1
清洁刷,2
电熨斗,2
分离式,1
塑料模具,1
洋河,1
发酵酒,1
增绵感,1
增满度,1
即派,1
Hialari,1
睿聘,2
简历,1
排重,1
获客,1
334.52,1
金冠,2
局放,2
参量,2
3278.29,1
双杰,1
222.09,1
425.55,1
1.11%,1
线触,2
搭接,1
oncell,2
线宽,1
线幅,1
锯齿,1
屏用,1
盲板,1
玻管,1
336.21,1
元本,1
最佳时机,3
石英砂,1
非晶硅,2
化炉,2
原片,1
科学规范,1
履带式,1
079.75,1
004.60,1
24.62%,1
13.33%,1
684.02,1
337.83,1
炮式,1
193.19,1
面头,3
浆化,3
干面,5
面粉,3
小麦粉,1
苦荞,1
禽蛋,1
彩面,2
本来,1
筋力,1
老面孔,1
切面,1
搅笼,1
含水量,1
和面机,1
储存罐,1
配粉,1
安家,1
福贷,1
轻纺城,2
30.03,1
6.14,1
883.68,1
64.86%,1
养老保险,1
会诊,1
8655.86,1
1168.80,1
13.50%,1
828.33,1
浮筒,1
液位计,1
C3,1
FSS,1
1300m,1
现高,1
保山,1
亨通,1
汉缆,1
微管,4
装入,1
无气,1
吹费,1
隐形,2
新能,2
煤浆,1
精馏塔,4
液氨,1
提气,1
氨气,2
对冰机,1
伴美粒,1
RSV92,1
行人,1
现势,1
高可,1
Telematics,1
938.00,1
196.65,1
装配工,1
量身定做,2
中间视觉,2
8495.49,1
整灯,3
逻辑电路,1
外电路,1
预热,2
万次,1
空气流通,1
灯罩,1
眩光,1
东盛,1
40.69%,1
TCO,2
高铝,1
中铝,1
SuperE32L31x,1
Super32L31x,1
FlexE51x,1
HART,1
E3810,1
投资决策,2
于科,1
89.55%,1
德科,1
奇星,2
胃乃安,1
中西医,1
穆拉德,1
诺贝尔奖,1
华佗再造丸,2
医药学,1
盈康,1
银翘片,1
蚕业,1
桑园,1
928.74,1
420.51,1
57.69%,1
16.17%,1
6700.05,1
1.62%,2
2542.76,1
591.32,1
11.30%,1
868.28,1
73.86%,1
426.58,1
510.86,1
196.88,1
32.39%,1
9.7%,1
动力机械,4
箱新箱,1
875.73,1
882.25,1
56.41%,1
247.56,1
20.49%,1
天柏,2
211.09,1
113.16%,1
37.29%,1
16.21,1
各不相同,1
042.36,1
38.76%,1
视频压缩,1
审片,1
393.97,1
056.94,1
343.74,1
2.34%,1
231.18,1
及平波,1
911.30,1
63.55%,1
1700T,2
提梁,1
2700T,1
339.31,1
519,1
404.70,1
349.85,1
945.15,1
179%,1
顺特,1
利润表,1
48.01%,1
天璨,1
荣能,1
238.49,1
071.57,1
228.07,1
恩瑞特,2
国睿兆伏,1
421.80,1
199.82,1
系在,1
万余种,1
24.10%,1
869.92%,1
阻水,1
及制,1
送往,1
等国,1
弹条,1
WJ12,2
定压,1
入式,1
滚花,1
球头销,1
套筒,10
动冷,1
表率作用,2
799,1
双缝,1
165.45,1
667.41,1
4918,1
冷能,14
脱重,1
门站,1
兰炭,1
烃基,1
贫液,1
对泵轴,1
现泵,1
项原,1
虫害,1
飞防,5
已有近,1
柳胺,1
延胡索酸,1
泰妙,2
阿苯达,1
瘤胃,1
香芹,1
包合物,1
环素肠,1
溶微,1
410.21,1
207.26,1
427.19,1
858.68,1
12.23%,1
513.67,1
56.68%,1
27.01%,1
1753.38,1
559.40,1
SUPMAX800V2.0,1
SUPMAX2000,1
086.26,1
136.62%,1
009,1
019.74,1
128.37%,1
034.63,1
955.33,1
39.69%,1
2.21%,1
5765.71,1
631.22,1
206.48,1
208.66,1
266.85,1
6799.99,1
564.65,1
017.39,1
本级,1
管四,1
钢塑,1
X70MS,1
毛纹,1
仍处,1
多媒体教学,1
录音,1
经济社会,1
HPM,1
家族史,1
问卷,1
先关,1
78%,1
204.5,1
29.47,1
15.77,1
星级,1
19.6,1
57.92%,1
32.19%,1
稳中略,1
957.41,1
24.64%,1
825.66,1
16.99%,1
103.18%,1
320.16,1
066.40,1
247.50,1
539.95,1
707.55,1
原值,2
43.66%,1
星火,1
33.31%,1
57.60%,1
80.29%,1
18.12,1
992.29,1
2.52,1
10.89%,1
11.57%,1
967.97,1
6.22%,1
223.20,1
44.59%,1
电冶,1
992.23,1
14.76%,1
迪安,1
替康钠,1
荆杏,1
沙拉,1
贝沙坦,1
307.79,1
0.88,1
1.93,1
072.91,1
0.08,1
745.3,1
成大,1
通科技,1
138.04,1
A02,1
G01,1
A05,1
砖及,1
墨汁,2
3DIT,2
迪康,2
40.98%,1
43.49%,1
热弯机,1
533.17,1
33.47%,1
740.34,1
644,1
256.63,2
系康缘,1
淫羊,1
979.74,2
化投,1
100.00%,1
0.00%,1
515.56,1
060.51,1
79.75%,1
455.05,1
20.25%,1
晶型,1
千金,2
湘江,1
协力,1
701.55,1
依那普利,1
376.50,1
12.04%,1
启生,1
813.42,1
15.55,1
446.72,1
16.31%,2
30.41,1
语玩,1
互应,1
仿真度,1
与会,2
回放,3
889.59,1
829.17,1
143.38%,1
金霉素,1
浇泼剂,1
法玛威,1
PENNFIELDOILCOMPANY,1
药号,1
89.59%,1
990,1
090.48,1
264.36,1
STK,1
65.41%,1
FETechnologiesPtyLtd,1
14.92%,1
32.63%,1
16.54%,1
38.05%,1
23.38%,1
翔通,1
691.85,1
701.58,1
23.09%,2
958,1
951.59,1
259.74,1
59.91%,1
106.14,1
41.62%,1
49.53,1
49.81,1
下脚料,1
农民收入,1
135.88,1
139.69,1
8.66%,1
99.34,1
54.87,1
346.75,1
桂东,2
预荷,1
电及,1
167.27,2
0.19%,1
721,2
327.84,1
108.96%,1
是阳,2
华北地区,1
426.61,1
晋华,1
ZY,1
恒通,1
水冷壁,4
827.42,2
1.23%,2
60.93%,1
BD0,1
型管,1
210.44,1
阳煤,1
丰喜,1
100L,1
200L,1
1GCC,1
年氧热法,1
万立方米,1
INCONEL625,1
埋弧,1
极堆,1
S32205,1
光头,1
超常,1
浮头,1
核一,1
废锅,1
椎体,2
722.26,1
686.56,1
52.20%,1
440.74,1
238.94,1
138.21,1
25.96%,1
648.93,1
32.64%,2
269.16,1
39.44%,1
157.82,1
47.31%,1
76.69%,1
20.33%,1
42.11%,1
南宁,2
670.71,1
元及,3
凭祥,4
万通,7
640.95,1
氯化亚砜,4
197669.9,1
南菜,1
北运,1
288792,1
1204008.84,1
603.77,1
066.04,1
五洲,2
天美,2
178.83,1
966.37,1
华泰,2
18.26%,1
转列,1
及普,1
加工资,1
90.93%,1
8.94%,1
23.89%,1
265.67,1
合成器,3
BD,2
正样,1
63.17%,1
投项,1
版料,1
856.84,1
416.03,1
19.63%,1
各效,1
云应,1
盐矿,1
采卤盐,1
地灾,1
258.16,1
11.1%,1
3499.38,1
60.08%,1
346659.55,1
640.00,1
019.55,1
853.34,1
015.89,1
非技术,1
238.14,1
强固,1
中青旅,1
遨游,1
中青博,1
联小微,1
594.47,1
362.42,1
2063.55,1
91.88%,1
713.64,1
负值,1
融达,1
780.09,1
408.34,1
028.53,1
495.14,1
45.26%,1
推陈出,1
育儿,1
心理健康,1
重疾绿通,1
重疾,1
本表,2
中安消,1
922,1
出以,4
2.772,1
929,1
1501.87,1
泛亚,4
531,1
汉高,1
8103,1
5400,1
干箱,1
MP3000,1
深边部,1
富家,1
湖区,1
HTG,1
包机,2
铜杆,1
现值,1
474.91,1
1.51,1
900.37,1
勘探工程,1
VTMF160,1
3MK6320,1
无心,1
SVT63,1
单柱,2
9919.68,1
出展,2
轧辊,2
450.40,1
定梁,1
SVT160,1
8P,1
HTIIP250,1
32P,1
入为,1
8637.74,1
泰格,7
医药卫生,4
电子计算机,4
EDC,12
EditCheck,4
时差,4
恒瑞医药,3
亚泰,3
中软,3
正常值,3
难治,4
淋巴细胞,4
肾衰竭,4
管理手段,4
753.87,1
WatsonLIMS,2
CTD,2
186.36,1
程现,1
电脑软件,1
孕妇,5
万名,1
muti,1
tier,1
中华医学会,1
滴落,1
CMR,2
低回,2
压辊,1
助卷器,1
推板,1
特种行业,4
吊舱,2
动补,1
水利建设,1
416.35,1
69000.00,1
Starring6,1
黄酒,10
绍兴酒,2
酿制,1
天纯,1
国典,1
大罐,1
陈化,1
253.97,1
139.46%,1
6.95%,1
一以贯之,3
031.06,1
54.44%,1
及募,3
48.49%,1
951.01,1
65.17%,1
15.52%,1
将研,1
257.54,1
18.04%,1
五类,7
称之为,30
晶圆湿,9
488.88,1
清洗液,4
凸点,3
大马士革,3
新阳,3
普乐,8
757.39,1
8.14%,1
划片,7
45nm,2
暂行,1
少有,1
富锌,1
两涂,1
一烤,1
716.70,1
146.46,1
21.67%,2
25.31%,2
491.22,1
28.97%,1
371.94,1
706.96,1
3627.6,1
2407,1
66.35%,1
化学材料,1
前道,1
526.5,1
14.51%,1
比较完善,1
251.6,1
279.5,1
7.7%,1
489,1
923.27,1
7.04%,1
14.63%,1
714,1
381.38,1
38575.37,1
1282.87,1
941.32,1
844.78,1
41592.99,1
1330.57,1
41391.79,1
1509.29,1
流水作业,1
集约,4
54.27%,1
3GPP,1
多网,2
覆和盖,1
KRK,1
BOWPlatform,1
DASNPRU,1
GoldenOutcome,1
BTI,1
速录,3
V587,1
A20T,1
黄金屋,2
note,1
绘画板,1
砚鼠,1
MK322,1
M2,1
N2,1
门禁机,1
住建,1
韩文,1
整句,1
多字叠,1
古籍,1
汉王,4
空感,1
A30T,1
E930,1
摘抄,1
V586S,1
M1,1
大户人家,1
考勤机,1
T318,1
手指,1
笔内,1
扫读,1
RC,1
识文,1
银川,1
阅读障碍,1
USI1.0,1
手写输入,1
键盘输入,1
MIPS,1
MSI,1
小笔,1
滑行,1
输入法,1
满文,1
故有,1
JZC23,1
甲苷,1
名爵,1
锐腾,1
46.5,1
481.76,1
ARPU,1
平均收入,1
倾力,3
1910.08,1
1416.49,1
1507.63,1
ZL201621157777,1
抗污染,3
近零排,1
长明灯,1
VolatileOrganicCompound,1
进风,1
Nm,2
火枪,2
引弧,1
GB18485,1
停留时间,1
2s,1
工业电视,2
空气冷却,1
XTV,1
齿轴,1
囊括,4
实型,3
照相,3
触指,3
液系,1
同济,2
元系,1
悦康,1
科创,4
Austarpharma,2
美元,1
价款,1
038,1
675.92,1
349.09,1
1945.81%,1
晶须,1
590,1
714.06,1
上经,1
启芯,2
独占鳌头,1
启明星,2
系统漏洞,1
凝思,1
磐石,1
云子,2
Kubernetes,1
Saas,1
租户,1
攻击者,2
攻击面,2
DSM,2
泄密,1
不可或缺,2
APT0day,1
沙箱,1
情报系统,1
周到,1
云管端,1
外发,1
敏感数据,1
内容分析,1
渗透性,1
固色率,1
翠兰,1
黄色,2
橙色,2
高上,1
染率,1
色光,2
耐晒,1
无盐,1
日晒牢度,3
仿蜡,1
万盛,1
研读,1
船厂,1
浮船坞,2
自航,1
拖航,2
为海工,1
涉足于,1
982,1
拖带,1
40000TLC,1
举力,1
航及,1
126.0,1
138.0,1
捻制,1
布局合理,1
FPSO,4
争得,1
上吊,1
下吊点,1
摆臂,1
拿单,1
吊梁,1
索具,1
抱环,1
崖谷,1
吊桥,1
用索,1
用杆索,1
新添,1
80t,2
吊机,4
230t,1
JQS1000,2
YLS1000,2
起重量,1
梁段,1
20m,1
40m,1
梁长,1
32m,1
频出,1
248.36,1
信佑,4
迅闪,4
吉胜,4
万象,4
新浩艺,4
Pubwin,4
联运,4
9660,1
DOP,1
DPL,1
中国芯,1
850nmVCSEL,1
ICR,1
调制器,1
400GOSFPMSA,1
AEO,1
报修,1
微信端,1
燕京啤酒,2
187.78,1
77.10%,1
三周,3
定时,5
输精,4
节律,2
均衡生产,2
淘率,2
放养,2
南京农业大学,2
姜平,2
杰科,5
FAPAS,2
法律效力,2
过敏性,2
1003,2
龙大,1
保龄球,1
G7.5,1
G8.5,1
不太高,1
87.24%,1
投本,1
好转,2
需有,1
难以确定,1
设计所,1
出比,1
华宇及,1
长兴,1
468.95,1
124.5%,1
较小且,1
摩尔定律,1
尽力,1
逆水行舟,1
多任务,1
MobileInternetOpenPlatform,1
CAS,1
DC05,1
冲冷,1
轧板,1
双涂,1
双烘彩涂,1
帕级,1
涉车,1
协同通信,1
北京经济技术开发区,2
京冀,2
海淀,1
响皮,1
阿诺,1
741.81,1
34.81%,1
银企通,2
上化,1
离柜率,1
以纸,1
伪造,1
变造,1
对纸,1
691.71,1
24.63%,1
正以,2
细则,1
广大职工,1
FTO,5
GAS,3
同位素,2
工欲善其事,1
必先利其器,1
六国,1
他山之石,1
Lurgi,1
块煤,1
Texaco,1
Shell,1
GSP,1
研院,1
C2,1
C16,1
中同,1
碳数,1
烯烷,1
较窄,1
城市化,1
土壤污染,2
严峻,5
工业污染,1
非正规,1
超标,2
20.3,1
36.3%,1
浅层,1
填埋,1
舟山市,1
岱山县,1
西镇,1
盐场,1
垦造,1
化学试剂,2
昔洛韦,1
CBZ,1
缬氨酸,1
1296,1
联建,2
沾污,2
彩涂板,4
白家,2
用仿,1
岩化,1
彩钢板,1
抗返,1
抗磨损,4
洁面,1
用抗,1
VHP,1
可靠保证,1
江宁区,2
144.16,1
BOPET,1
条包,1
塑料薄膜,3
磨花,1
防雾性,1
热封膜,1
双向性,1
温黑,1
纺速,1
粗旦,1
史丹利,1
肥及,1
制低,1
聚碳酸酯,1
BTC,2
粤东,1
粤西,1
片区,1
实车,1
看齐,2
拟于,1
西部片,1
基础产业,6
FAS934,1
建德市,2
氯硅烷,2
三氯氢硅,1
含磷,1
一异,1
工业盐,1
粗品,1
硅脂,1
多菌灵,1
白屏,1
003,1
762.69,1
56.19%,1
黄山,1
沃特玛,1
园建防泛,1
木兰,1
花木,2
学界,1
拟获,1
脊柱,1
医学类,1
外科,1
1346.24,1
523.98,1
15.65%,1
隐透型,1
防噪,1
光污染,1
为防,1
防污染,1
光蓝镜,1
层架,1
彩晶,1
540.34,1
661.61,1
589.13,1
昌红,1
721.56,1
配股,1
资金短缺,3
汽车业,6
帅通,3
帅风,3
启明,9
cPDM,3
含能,1
183.73,1
18.83%,1
415.86,1
10.63%,1
不明朗,1
对览海,1
在编人员,1
3.30,1
中值,1
2.99,1
叶身,1
FGH4097,1
滑油,1
支板,1
叶盘,1
30kw,1
蝶式,1
斯特林,2
快修,1
出版社,1
中能,1
悦达,3
卡特,1
和朗星,1
常性,1
各省市,1
TOCC,1
伟明,2
2010.69,1
31.09%,1
话筒,1
同传,1
医学工程,1
大礼堂,1
Internet,2
9.38%,1
59.51%,1
福宇龙,1
福太隆,1
华翼,3
华翼盛,1
四家,1
之二,3
检查费,3
如水,3
电等,3
会议费,3
招待费,3
卵泡,2
CTLA4,1
凝血酶,1
EPO,1
宫颈癌,1
trap,1
雷株,1
PCSK9,1
妥珠,1
DIAPIN,1
BM3,1
阿米,1
福韦,1
SL209,1
巴拉,1
伊马,1
利伐沙班,1
rhGCSF3mg,2
那度,5
餐前,1
球形,4
活性碳,4
GCSFIII,3
月馨,3
泰思,2
军民品,1
8163.8,1
使吨,1
30kg,1
40kg,1
60kg,1
系非,1
新联,2
铁科,1
第一级,1
第二级,1
油液,1
第三级,1
CRH,1
十八个,1
路局,1
转向架,2
节拍,1
3.360,1
度踏面,1
踏面,3
探伤仪,1
误判,1
率低,1
扫图,1
轮型,1
过分,3
回库,1
闯分,1
烧毁,1
小料,1
硫化机,3
气力输送,1
乙醇胺,3
4762.8,1
7.81,1
梦网,1
摊薄,1
290.99,1
367.63,1
43.16%,1
人类文明,1
母线槽,1
冷缩,1
办事处,1
远销,1
阿拉伯,1
C001,2
D5,1
Z7,1
TP7,1
NT02,1
J6,1
DPMP,1
NT2,1
C006,1
孟鲁司,1
特钠,1
MK5,1
SDS,1
进快,1
退式,1
VL500FT,1
倒立,1
30G,2
J1VL1600,2
卧车,2
RadioFlyer,1
14.4,1
V5A,1
8.39%,2
有计,1
而本,1
SiTFT,1
65.96%,1
35.82%,1
精简人员,1
医师,1
医药原料,1
102.89%,1
192%,1
天联,1
注册费,1
38.40,1
滁州,6
安兴,5
黄冈,2
聚酯纤维,1
绣花,1
无纺,1
162.60,1
39.79%,1
49.36%,1
纳曲,1
恩病,1
0.71%,1
35.52%,1
北明,1
934.86,1
内部网,1
Intranet,1
XML,1
VMwarevSphere,1
CitrixXenServer,1
RedHatKVM,1
MicrosoftHyper,1
VAPI,1
棉赛络纺,1
针织纱,2
Modal,2
吸色,1
透彻,1
亮丽,2
人造纤维,1
悬垂,1
外衣,1
成纱,4
条干,4
毛羽少,1
精梳棉,3
精梳,3
麻纤维,3
对汉,1
棉汉麻,1
对麻,1
细纱,1
地纺,1
开清,1
打手,1
各部,1
隔距,4
开松,1
梳棉,1
并条,1
并合,1
条子,1
小后,1
捻度,1
后区,1
钳口,1
络筒,1
小张,1
清纱,1
不匀,3
聚丙烯腈,2
又称,1
乳酪,1
亲肤,1
防蛀,1
4169.53,2
3143.40,1
1026.13,1
过新,1
345.10,1
1371.23,1
1657.99,1
39.76%,1
宇部,1
兴产,1
钟渊,1
东丽,1
SKC,1
五家,1
助于,1
替代性,1
八型,1
牛米,2
中巴,1
守护,2
科考船,1
基型,1
绞吸,1
泥船,1
HCA1401,1
打捆,1
GCH1000,1
DL800,1
734.81,1
万载,2
双龙,4
金宝,4
20220062.06,1
通化,1
980.15,1
779,1
667.65,1
898,1
590.46,1
118.75,1
854,1
184.08,1
356,1
866.10,1
2660.58,1
320.18,1
24.02%,1
广汇,12
上海理工大学,1
289.77,1
231.35%,1
扩招,2
367,1
969.59,1
155.80,1
87.34%,1
数比,1
48.32%,1
62.87%,1
美拜,1
38.62%,1
书生,1
涨价,1
增创,1
091.40,1
334.12,1
光变,1
BOSA,1
81.86%,1
4589,1
苏宁,2
多端,1
从云,1
五项原则,1
0D15,1
反射式,1
FFC,1
SATA,1
Express,1
冲型,1
TYPECUSB2.0,1
USBTYPEC,1
焊盘,2
夹点,1
产将,1
716.59,1
第十节,1
40.59%,1
三抗,3
肉桂酸,1
丙烯腈,2
UE630,1
UE631,1
UE634,1
P1800,1
出炉,1
高氯根,1
XBRL,1
837.04,1
11.03%,1
MLDP,1
LSP,1
嘉宾,1
见证,1
土方,2
GB16710,1
T15706,1
通则,1
569.38%,1
965,1
632.68,1
原已,1
01005MLCC,1
0201,1
膜片,1
用片,1
低温冰箱,1
RS485,2
短消息,1
RIFD,1
2227.54,1
买断,2
Energize,2
比利时,1
WATERLEAU,1
56%,1
3322.19,1
67%,1
5255,1
2.42%,1
永孜堂,1
参七心,1
70.23%,1
年尚,1
437.88,1
42.88%,1
116.86%,1
同路,1
月纳,1
莱士,1
38.07%,1
243.80,1
今创,1
99.50,1
18.84%,1
轴重,1
中粮,1
教练,1
DHSP,1
COPOTE,1
送信,1
定型机,1
厅堂,1
邮政,11
名址,1
湘邮,3
包箱,1
MT15,1
信息工程,1
范例,1
邮区,1
嵌入式操作系统,1
邮政网,2
邮资,1
洪水,2
分组,2
归为,1
1239,1
577,1
1335.00,1
556.23,1
488.29,1
127.13,1
5.61,1
157.74,1
圆珠笔,1
49.67%,1
普天,1
国脉,5
44.40%,1
57.82%,1
22.31%,1
经济危机,1
块化,1
77.24%,1
9.50,1
2.23,1
97.37%,1
68.86%,1
30.96%,1
44.22%,1
80.14%,1
183.20%,1
39.19%,1
47.81%,1
河西走廊,2
要点,1
经济林,3
果业,1
外镶式,2
紊流,2
灌水,4
鉴字,3
ZL200710017505.9,2
滴头,1
证号,1
061,1
沿黄,2
尾部,2
防霜,1
572.69,1
22.15%,1
D25TCI,2
D19TCI,3
D16TCI,2
机电设备,2
38.99%,1
156.27,1
39.21%,2
227.22,1
70.95,1
141.33%,1
BPS,1
数较,3
200.76%,1
118.20,1
仅指,2
42.23%,1
74.78,1
60.34%,1
58.40%,1
酒质,1
四除,1
双锅,1
层燃,1
67.26%,1
30.35%,1
923.44,1
97.03%,1
昌九,1
农科,2
040.16,1
63.43%,1
43.41%,1
279.59%,1
迈锐,1
28.49%,1
56.14%,1
遭受,1
水灾,1
107.81%,1
32.58%,1
94.70%,1
系已,1
109.52%,1
范周,1
28.22%,1
32nmLPCVD,1
31345475.79,1
80.49%,1
排渣,2
排灰,2
配风,2
提产,1
胶高,1
硅粉,1
工业硅,1
SiliconMetal,1
环三,2
环五,1
项氟硅,1
二硅,2
氮烷,2
基新,1
开法,1
南山,1
三去,1
一降,1
一补,1
059.12,1
20.80%,1
988.00,1
8.61%,1
VCU,1
蓝牌,1
退磁,1
VA,1
100000,1
局势,3
指为,2
关键所在,1
低碳钢,1
棒线,2
HRB500,1
1215MS,1
NM400,1
12.29,1
23.15,1
炼焦煤,1
折扣,1
矿配,1
年应,1
硬线,1
焊线,1
中样,1
WN,1
发生率,2
角裂,1
Q420R,1
1.2312,1
P20M,1
XY718H,1
XYP40,1
XY2311H,1
LNG500,1
SUP10,1
B80,1
GCr15,3
55SiCr,1
SAE8620,1
SAE6150,1
20CrMo,1
S70FX,1
SWRCH18A,1
ML40Cr,1
SAE1018,1
SWRCH15A,1
SWRCH45K,1
SCM440,1
45CY,1
铁前,2
及配,1
瘦煤,1
1480,1
前降,1
冶金焦,1
RV,1
及企,1
层流,9
VB,2
ACS6000C,2
矿水,5
采井,5
气垫,2
网络版,1
药具,1
威图,2
IGCT,3
交交,1
控型,1
5MVA,1
唐客,1
及柜体,1
二化,1
夹治具,1
检具,1
钨钢,1
级翅片,1
凹凸,1
模及,1
2mm,1
平板玻璃,1
宽机,2
热连轧,2
大侧,1
压定,1
钢精,1
微张,3
铁水,1
热装,1
18MVA,1
电感式,1
粗轧,1
精轧,1
6RA80,1
风口,2
炉况,2
直交,3
于交,1
飞剪,1
测厚仪,1
压磁式,1
SINAMIC,1
终点,1
热风炉,1
烧炉,1
LCI,1
991.12,1
465.85,1
溢油,1
卡波姆,2
组织变革,1
九江,1
费为,1
亿余元,1
新机,1
渗铝,1
再结晶,2
防冰,1
引气,1
管带,1
包容,1
费均,2
资金来源,2
非航,1
996.53,1
067.91,1
格霖,2
锦绣,1
华农,1
国有,1
资本金,1
抗广适,1
5103,1
地神,1
农科所,1
751.68,1
三川,1
远策,1
68.39,1
持股,1
减至,1
33%,1
108.12%,1
49.77%,1
增张,1
MN,1
4774,1
117.45%,1
远方,1
岩土,4
482.17,1
689.7,1
32.2%,1
15.4,1
86.1%,1
125.8,1
2.3%,1
31.05%,1
38.1%,1
9285.9,1
38.8%,1
144.9,1
47.78%,1
500kv,1
35.63%,1
688,1
1149.22,1
37.91%,1
482.91,1
40.34%,1
46.48%,1
T800H,1
M40J,1
M55J,1
28.43%,1
50.49%,1
开案,2
66.93%,1
143.90%,1
系将,1
雅视,1
